CITRITE,#ciscoposreports
CITRITE,saas-computers_global
CITRITE,it - cnoc operatorsgroup
CITRITE,ressydpfiler03-deptdata-financeexternalauditor-readonly
CITRITE,ressydpfiler03-deptdata-financeexternalauditor-modify
CITRITE,ressydpfiler03-deptdata-financeexternalauditor-fullcontrol
CITRITE,msbi2849_csp
CITRITE,msbi2849d_csp
CITRITE,msbi2849q_csp
CITRITE,#aatest2
CITRITE,product quality experts
CITRITE,msbi3256q_svcsbi
CITRITE,datascienceteam
CITRITE,support jto staff
CITRITE,it-cnoc emt group
CITRITE,it-cnoc ops group
CITRITE,sharefile homework
CITRITE,resqmmtest
CITRITE,#korea - sbc
CITRITE,wwssops account stewards
CITRITE,#new sharefile users emea
CITRITE,#new sharefile users pacific
CITRITE,offering team-gta
CITRITE,edge users - commerce
CITRITE,offering team-gtac
CITRITE,edge users - usage
CITRITE,maketing - sharefile
CITRITE,saas infrastructure working group
CITRITE,edge users - product kpi
CITRITE,edge users - sales
CITRITE,offering team-gtw
CITRITE,offering team-audio pl
CITRITE,edge users - marketing
CITRITE,offering team-gtt
CITRITE,offering team-gtm
CITRITE,offering team-gtmypc
CITRITE,offering team-sharefile
CITRITE,scs-americas - cs key-strategic all
CITRITE,edge users - customer support
CITRITE,#microsoft solutions team sg
CITRITE,#citrix labs - redmond eng sg
CITRITE,offering team-all
CITRITE,wwchannelopsdata
CITRITE,odsreadmdmpartner
CITRITE,odsreaditmdmparty
CITRITE,odsreaditsalesapac
CITRITE,odsreaditsalesemea
CITRITE,odsreaditsaleslac
CITRITE,odsreadsalesjapan
CITRITE,odsreaditmdmpartner
CITRITE,odsreaditsalesjapan
CITRITE,odsreadsaleslac
CITRITE,odsreadmdmparty
CITRITE,odsreaditsalesamericas
CITRITE,odsreadsalesapac
CITRITE,odsreadsalesemea
CITRITE,odsreadsalesamericas
CITRITE,resdeptdatamobileediting
CITRITE,ressydpfiler03-deptdata-apacbytemobilepm-modify
CITRITE,ressydpfiler03-deptdata-apacbytemobilepm-readonly
CITRITE,ressydpfiler03-deptdata-apacbytemobilepm-fullcontrol
CITRITE,support-xslab
CITRITE,#support – accounts – apac
CITRITE,appacxd7pooledsjc
CITRITE,appacxd7pooledftl
CITRITE,#qa-admins
CITRITE,appacxenmobileshowcase
CITRITE,resroomwizardadmins
CITRITE,#bytemobile - toolbar-dev
CITRITE,odsreadreplicafnpops
CITRITE,odsreaditreplicafnpops
CITRITE,appaconetestusers
CITRITE,adminxaresets
CITRITE,local admins
CITRITE,itsysadmins
CITRITE,zzfinance.permissions
CITRITE,zzgcs_recordings_alert
CITRITE,cboa (customer advisory board)
CITRITE,informationtechnologyall
CITRITE,unix users group
CITRITE,g2mwt i2 broker
CITRITE,cs chat - cs management
CITRITE,macg2feedback
CITRITE,support-g2mwsoa
CITRITE,g2mwt qa2 broker
CITRITE,pcs - global customer support - all
CITRITE,new vendors
CITRITE,pr@gotomanage.com
CITRITE,broker-dev
CITRITE,access-cloud bangalore team
CITRITE,zzit-survey-alert
CITRITE,g2mwt qa3 broker
CITRITE,g2mwt qa4 broker
CITRITE,g2m customer service
CITRITE,g2mwt i4 broker
CITRITE,accounting ecomm invoicing
CITRITE,g2mwt i1 broker
CITRITE,careers-dresden
CITRITE,g2mwt i3 broker
CITRITE,wiki-exclusion-group
CITRITE,scs - all
CITRITE,g2mwt i5 broker
CITRITE,g2m global
CITRITE,audiosalessupport
CITRITE,hidef corporate training
CITRITE,salesforce notifications - gcs
CITRITE,gotomanage_subversion
CITRITE,brokerleasechangeemail
CITRITE,flashfeedback
CITRITE,citrix online green team
CITRITE,symphony
CITRITE,vidsoft sales
CITRITE,gotomanage notifications
CITRITE,g2wt payment integration
CITRITE,opsapppage
CITRITE,g2tfeedback
CITRITE,vidsoft macbuild
CITRITE,brokerleasechangepage
CITRITE,vidsoft info
CITRITE,vidsoft licensing
CITRITE,dev-servicesgroup1
CITRITE,gcs - level 1
CITRITE,techcostsavings
CITRITE,gotomeetingtv
CITRITE,zzpagerupdates
CITRITE,gtac sales help
CITRITE,operations web ops
CITRITE,nsg_prod_net
CITRITE,hidef-macys
CITRITE,sde mobile
CITRITE,fedexleads
CITRITE,ods_notifications
CITRITE,folder} legal-contract-management (read-only)
CITRITE,g2mwt us commerce specialists
CITRITE,neche
CITRITE,nsg_mgmt
CITRITE,nsg_ent_voice
CITRITE,critical shipment
CITRITE,neche-admin
CITRITE,asgops
CITRITE,nsg_prod_voice
CITRITE,cs website publishers
CITRITE,nsg_ent_net
CITRITE,sysadmins (ops email)
CITRITE,zznetwork-traffic
CITRITE,folder} sales-ops
CITRITE,g2m comm server issues
CITRITE,sharepoint - project management
CITRITE,sharepoint - endpoint process group
CITRITE,marketing - demand generation
CITRITE,folder} projects-acd
CITRITE,sdehelp
CITRITE,overflowvoicemail
CITRITE,operations group
CITRITE,marketing - all
CITRITE,engineering qa
CITRITE,surfers} account_plans (read-only)
CITRITE,zzsharepointsuperadmins
CITRITE,opencloud access
CITRITE,affiliates mailbox permissions
CITRITE,call-center
CITRITE,internal admin users
CITRITE,salesforce users on opencloud access
CITRITE,zzexchange reports and logs
CITRITE,fax-hr-payroll (permissions to mailbox)
CITRITE,zzfaxserver admins (to get errors etc)
CITRITE,altiris help
CITRITE,lucite users
CITRITE,sharepoint - engineering
CITRITE,zz_dyndns
CITRITE,fax-hr-immigration (permissions to mailbox)
CITRITE,hrgoto
CITRITE,marketing - web_crm
CITRITE,project symphony
CITRITE,corporate partner approvals
CITRITE,marketing - designers
CITRITE,g2amo engineering
CITRITE,marketing - developers
CITRITE,everyware
CITRITE,cybersource alerts
CITRITE,collaboration - audio
CITRITE,tech group
CITRITE,marketing - communications
CITRITE,product marketing
CITRITE,gotomanage alerts
CITRITE,global marketing - strategic comm
CITRITE,zzit-user-alerts
CITRITE,surferswebmasters
CITRITE,collaboration - gtt
CITRITE,clickatell
CITRITE,gcs - service strategies team
CITRITE,g2wscrum
CITRITE,noc - group
CITRITE,customertraining
CITRITE,colbi_etl
CITRITE,pcs - product management
CITRITE,creative project owners
CITRITE,pcs - leadership
CITRITE,paypal support
CITRITE,marketing - customer insights
CITRITE,g2pbroker
CITRITE,asg hidefsupport
CITRITE,gotomypc smb - mmkt acct mgrs
CITRITE,cs chat - premier
CITRITE,comm platform ktlo
CITRITE,g2mwt endpoint test automation
CITRITE,zzintegration alerts permissions
CITRITE,client services - off site
CITRITE,zzqa alerts permissions
CITRITE,pilot owners
CITRITE,nsg_asg_telco
CITRITE,finance sterling forum
CITRITE,billing
CITRITE,goinspire_aug2010
CITRITE,zzcredit-collections
CITRITE,cs chat - cbs
CITRITE,ecwiz - connection wizard
CITRITE,voip_pstn notifications
CITRITE,vapps outages
CITRITE,gcs - level 2
CITRITE,g2mwt_endpoint_scrum_1
CITRITE,g2mw_broker_scrum_2
CITRITE,systems_engineering
CITRITE,g2mwt ep itf team
CITRITE,fcc outages
CITRITE,terminationapproval
CITRITE,g2mwt ep i18n team
CITRITE,zzunitedworldtelecom notifications
CITRITE,uk@citrixonline.com
CITRITE,choice byoc participants
CITRITE,gcs - managers
CITRITE,customer care new agent
CITRITE,netapp-alerts
CITRITE,permission to 'separation notification' mailbox
CITRITE,bi_support
CITRITE,tech management
CITRITE,partnermarketing permissions
CITRITE,luciterequeststats
CITRITE,zzcustomer care managers
CITRITE,qa sub-group leads
CITRITE,engineering production support
CITRITE,zznewsletter feedback permissions
CITRITE,gotopartners
CITRITE,conference room admins
CITRITE,faxops2 (permissions & notify group)
CITRITE,netops
CITRITE,surfers} facilities
CITRITE,localadmin-se-vmware
CITRITE,read-only-system-use
CITRITE,vm03 group
CITRITE,blackberry updates
CITRITE,surfers} tools-surfers
CITRITE,training lab local admin
CITRITE,surfersadmins
CITRITE,surfers} events
CITRITE,zzphoenix server users
CITRITE,engineering broker
CITRITE,xenapp-perforce-only
CITRITE,hostteam
CITRITE,opsec
CITRITE,surfers} flows
CITRITE,surfers}-base only
CITRITE,surfers} www_modify
CITRITE,redirect-desktop-to-netapp1-home
CITRITE,powermanagement
CITRITE,localadmin-on-sbapvm01
CITRITE,goodwin permissions
CITRITE,rsacomputers
CITRITE,cmsadmins
CITRITE,$hl9600-1fa9iha3svqo
CITRITE,folder} trainingschedule (read)
CITRITE,remove shutdown command gpo - exempt
CITRITE,finance} tech (read only)
CITRITE,surfers status
CITRITE,surfers} values
CITRITE,surfers} dev_workshops
CITRITE,surfers}-full perms(old)
CITRITE,surfers~projects2
CITRITE,surfers} reporting (read only)
CITRITE,rsaexcludepcs
CITRITE,folder} engineering wikis (modify)
CITRITE,surfers} expertcity-training
CITRITE,folder} rational (modify)
CITRITE,surfers itonly
CITRITE,surfers} tech-tools
CITRITE,cisco agent desktop installers
CITRITE,dont-create-outlook-profile
CITRITE,folder} partner dev (read-only)
CITRITE,xenapp-longer-timeouts
CITRITE,strategic development
CITRITE,webactivedirectory-admins
CITRITE,surfers} techtimes
CITRITE,engineering build-cm 1
CITRITE,folder} lead_generation
CITRITE,confluenceadminsactivedir
CITRITE,sbapstorage02 admins
CITRITE,finance} personnel (modify)
CITRITE,engineering endpoint
CITRITE,folder} contract-management-marketing (read only)
CITRITE,delegate folder} sarbanes-oxley (read only)
CITRITE,technical operations
CITRITE,folder} customer_support (read)
CITRITE,zzmktgmailsupressionreport
CITRITE,mikegroup-of-computers
CITRITE,hr} offer letters (read-only)
CITRITE,servicestatus
CITRITE,folder} communications (read only)
CITRITE,folder} communications (modify)
CITRITE,no-docs-redirect
CITRITE,gpoforcelogoffscr
CITRITE,pcs - all
CITRITE,engineering reporting
CITRITE,vpn-mailarchive-support
CITRITE,printer 25 (permissions)
CITRITE,engineering comm
CITRITE,folder} marketing~portfolio (modify)
CITRITE,surfers} people
CITRITE,technology
CITRITE,$rk9600-dhb7nau3k8d0
CITRITE,engineering research
CITRITE,zzmktgmailsupression
CITRITE,surfers~tools~mailsuppression~report
CITRITE,perfcapgroup
CITRITE,folder} budget_na
CITRITE,maptohr
CITRITE,sales - new york
CITRITE,$lj9600-fmt0bofis1he
CITRITE,admins-in-chalfont
CITRITE,folder} sterling_edl (modify)
CITRITE,general & administrative
CITRITE,$mj9600-ifk07qlv1a85
CITRITE,surfers~perforce
CITRITE,surfers~tools~mailsuppression
CITRITE,permissions-for-activedirectory-emea
CITRITE,maptocommonfiles
CITRITE,maptopayroll
CITRITE,engineering security
CITRITE,xenapp-calculator-(testing)
CITRITE,folder} budget_apac
CITRITE,engineering group
CITRITE,finance} creative
CITRITE,pro customer specialist mailbox permissions
CITRITE,rdp-allowed-to-{sbapccreports01}
CITRITE,rdp-allowed-to-{fs}
CITRITE,folder} portfolio catalog (marketing images)
CITRITE,finance} fpa intern
CITRITE,rdp-allowed-to{sbaphr01}
CITRITE,rdp-allowed-to-{sbapcustcare01}
CITRITE,gotomypc pro (voicemailbox rights)
CITRITE,surfers} tools
CITRITE,rdp-allowed-to-{sbapstorage01}
CITRITE,printer516
CITRITE,rdp-allowed-to-{sangiovese}
CITRITE,domain users (for samepage)
CITRITE,gotomypc save (voicemailbox rights)
CITRITE,inin-technicians
CITRITE,canada voice mail permissions
CITRITE,rdp-allowed-to-{sbapprinters01}
CITRITE,gotomypc tech support (voicemailbox rights)
CITRITE,rdp-allowed-to-{doc}
CITRITE,rdp-allowed-to-{msudingxp2}
CITRITE,rdp-allowed-to-{sbapsync01}
CITRITE,sales - illinois
CITRITE,folder} po-log
CITRITE,rdp-allowed-to-{exchange servers}
CITRITE,confluenceusersactivedir
CITRITE,surfers} channel--
CITRITE,beta voicemail access
CITRITE,zzemployeephoneedit
CITRITE,rdp-allowed-to-{sbapsyncsf01}
CITRITE,marketing phaser (security group)
CITRITE,folder} budget_emea
CITRITE,sharesite_financial_planning_wiki
CITRITE,dont set adminlocal password
CITRITE,leadershipneedsassessment
CITRITE,surfers}-read only
CITRITE,folder} north campus photos
CITRITE,innovation_team
CITRITE,computers-nowinupdatesever!
CITRITE,pcs - corporate billing
CITRITE,finance} enterprise_shared (modify)
CITRITE,folder} sap (modify)
CITRITE,salescountersign (access to mailbox)
CITRITE,exchange view-only administrators
CITRITE,customer care email permissions
